epoch,acc,loss,val_acc,val_loss
133,0.485625,3.664658601284027,0.48,3.085789165496826
134,0.468125,3.61472772359848,0.5,3.7528934192657473
135,0.490625,3.580092496871948,0.56,3.0175619459152223
136,0.484375,3.4433784317970275,0.62,2.7652045249938966
137,0.474375,3.476585910320282,0.48,3.277853226661682
138,0.483125,3.7592975306510925,0.48,4.77077486038208
139,0.493125,3.696289756298065,0.47,3.8184848976135255
140,0.46875,3.8083296275138854,0.63,3.1759899759292605
141,0.48375,3.6073743534088134,0.59,3.004284176826477
142,0.488125,3.814599270820618,0.56,2.9849726152420044
143,0.47,3.6786102533340452,0.62,2.8960533213615416
144,0.4825,3.7785429692268373,0.56,3.212674732208252
145,0.48875,3.570113763809204,0.58,2.892245659828186
146,0.488125,3.324475224018097,0.61,3.105794095993042
147,0.485,3.504646847248077,0.58,2.9210055017471315
148,0.4975,3.343552302122116,0.6,2.894857759475708
149,0.49125,3.468202204704285,0.62,2.8517592000961303
150,0.51625,3.4479341566562653,0.6,2.8387768626213075
151,0.5,3.369445641040802,0.64,2.6358879947662355
152,0.528125,3.3930803084373475,0.61,2.636501474380493
153,0.4925,3.4754286015033724,0.54,2.719073233604431
154,0.470625,3.4955973052978515,0.6,2.6289356422424315
155,0.4875,3.6244727087020876,0.63,2.681154146194458
156,0.484375,3.5056578803062437,0.57,2.7781291389465332
157,0.526875,3.5393316340446472,0.62,2.8487866282463075
158,0.506875,3.330136413574219,0.6,2.625381784439087
159,0.508125,3.3989166402816773,0.64,2.793894386291504
160,0.491875,3.4285387432575227,0.61,2.8137749433517456
161,0.5325,3.3471012127399447,0.62,2.6287072348594664
162,0.4975,3.446467072963715,0.61,2.666709475517273
163,0.508125,3.5457803082466124,0.64,2.610984899997711
164,0.504375,3.464924705028534,0.58,2.760896615982056
165,0.5125,3.4024057722091676,0.6,2.7683314752578734
166,0.509375,3.4701105201244355,0.6,2.7906341552734375
167,0.513125,3.523900771141052,0.52,3.2592913269996644
168,0.504375,3.7495724821090697,0.53,3.0536286759376527
169,0.48,3.8164386987686156,0.53,2.9044016766548157
170,0.46875,3.7773252964019775,0.43,4.486811285018921
171,0.443125,3.8449221229553223,0.47,5.561279230117798
172,0.455,3.606929244995117,0.57,3.3425227212905884
173,0.506875,3.5264638018608094,0.54,3.123965373039246
174,0.480625,3.509347560405731,0.54,2.8323842000961306
175,0.50875,3.548712190389633,0.55,2.7089762711524963
176,0.493125,3.6185885643959046,0.61,2.6461841249465943
177,0.503125,3.5371651244163513,0.6,2.8381469774246217
178,0.4925,3.535095739364624,0.52,3.201000680923462
179,0.4975,3.4955569422245025,0.6,2.955818164348602
180,0.48375,3.4645869278907777,0.62,2.7355788278579714
181,0.513125,3.4033419251441956,0.59,2.720602045059204
182,0.49125,3.5358716464042663,0.55,2.717351908683777
183,0.47,3.4375818967819214,0.59,2.63898508310318
184,0.520625,3.503434410095215,0.57,2.6575823402404786
185,0.506875,3.6987453055381776,0.58,2.7404716920852663
186,0.503125,3.6626329946517946,0.65,2.575552248954773
187,0.491875,3.876230583190918,0.61,2.545622262954712
188,0.4875,3.592506388425827,0.62,2.80479745388031
189,0.49375,3.715660171508789,0.65,2.7144697546958922
190,0.491875,3.731900215148926,0.48,4.3943565082550045
191,0.478125,3.6838540840148926,0.5,3.6124502086639403
192,0.495,3.7026449847221374,0.57,2.6986879777908324
193,0.490625,3.5803651714324953,0.59,2.842932822704315
194,0.50375,3.774761651754379,0.58,2.824151575565338
195,0.50625,3.834928801059723,0.58,2.687966809272766
196,0.503125,3.724430899620056,0.63,2.619546194076538
197,0.49875,3.8550927948951723,0.55,3.881861381530762
198,0.508125,3.740264412164688,0.6,2.7885219430923462
199,0.489375,3.692777931690216,0.56,2.7942508268356323
200,0.511875,3.6922803032398224,0.55,2.824189691543579
201,0.516875,3.5807662177085877,0.57,2.747624855041504
202,0.500625,3.6051398301124573,0.55,2.650722680091858
203,0.500625,3.492560782432556,0.61,2.637036693096161
204,0.495,3.4098107028007507,0.66,2.661293866634369
205,0.52875,3.4850768351554873,0.61,2.748480303287506
206,0.516875,3.429773406982422,0.6,2.718699803352356
207,0.510625,3.499744038581848,0.6,3.4784011840820312
208,0.489375,3.621768902540207,0.64,2.8659420871734618
209,0.50125,3.5668467140197753,0.53,4.904040460586548
210,0.50625,3.4014388346672058,0.61,2.8732013392448423
211,0.4875,3.682407146692276,0.56,2.9434559965133666
212,0.495,3.647861158847809,0.48,3.6653384304046632
213,0.4875,3.8387218475341798,0.51,3.218967056274414
214,0.494375,3.977146399021149,0.55,3.001696789264679
215,0.49875,3.826779420375824,0.61,2.6894311451911928
216,0.49,3.6254328179359434,0.52,3.312245082855225
217,0.49,3.8043160963058473,0.57,2.7093255281448365
218,0.490625,3.7418355989456176,0.53,3.0283016753196716
219,0.491875,3.757924780845642,0.54,3.3558650827407837
220,0.4875,3.767239316701889,0.56,2.8150829005241396
221,0.5,3.607817356586456,0.64,2.9123403072357177
222,0.501875,3.9428716945648192,0.59,3.77432026386261
223,0.508125,3.8581156015396116,0.55,2.949091866016388
224,0.50875,3.724908215999603,0.53,3.4423514437675475
225,0.498125,3.610556175708771,0.59,3.3725512409210205
226,0.53875,3.7014052271842957,0.62,3.0576871967315675
227,0.5175,3.596184161901474,0.62,2.6714825773239137
228,0.503125,3.610624125003815,0.62,2.881680042743683
229,0.501875,3.6803567695617674,0.64,3.0717452549934388
230,0.49375,3.5767426908016207,0.6,2.8278362584114074
231,0.4975,3.6563463234901428,0.61,2.6163401055335997
232,0.50625,3.522563931941986,0.61,2.5855272006988526
233,0.4925,3.675140941143036,0.63,2.6320709562301636
234,0.495625,3.7922087502479553,0.45,4.515179300308228
235,0.46125,3.815444173812866,0.47,3.6377981090545655
236,0.47375,3.509816884994507,0.54,2.80441130399704
237,0.48125,3.6168676149845123,0.58,2.6639141750335695
